Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p,High_52W,Pct_From_52W_High,At_52W_High
456,NWS,Entertainment,-61.0,13.2,3.7,2.8,1.7,-1.8,-3.0,-11.2,-25.4,-28.7,-31.0,-61.0,36.0,-75.2,2.1,0.0,-66.1,84.1,339.0,339.0,372.0,372.0,0.0,0.0,456.0,456.0,46,28.30000000000001,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,339.0,339.0,372.0,372.0,0.0,0.0,,0.0,0.0,0.0,0.0,456.0,456.0,5472624923.13,5.473,537.0,other,equity,data_raw,110000000,000111100,84.6,0.0,88.9,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,31.91,-5.45,False
457,O,Real Estate,-70.6,14.1,-2.2,-1.0,6.2,0.3,-0.4,1.6,-7.3,-26.2,-42.7,-70.6,32.7,-87.0,2.1,0.0,-351.3,74.5,365.0,365.0,399.0,399.0,0.0,0.0,457.0,457.0,-29,-58.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,365.0,365.0,399.0,399.0,0.0,0.0,,0.0,0.0,0.0,0.0,457.0,457.0,59530323257.49,59.53,211.0,large,equity,data_raw,011010000,111000000,84.6,0.0,66.7,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,67.94,-6.03,False
458,PPG,Specialty Chemicals,-124.7,14.0,-1.4,-0.5,8.0,8.3,5.7,5.5,-28.2,-53.5,-77.4,-124.7,10.8,-146.2,2.1,0.0,-565.5,20.4,507.0,507.0,531.0,531.0,0.0,0.0,458.0,458.0,-49,-65.10000000000002,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,507.0,507.0,531.0,531.0,0.0,0.0,,0.0,0.0,0.0,0.0,458.0,458.0,27936057408.14,27.936,344.0,other,equity,data_raw,011110000,011000000,84.6,0.0,44.4,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,133.43,-6.07,False
459,PRU,Financials,-64.8,19.9,2.2,2.2,8.0,7.2,2.8,-1.4,-23.1,-33.9,-33.8,-64.8,35.8,-89.3,2.3,0.0,-99.4,80.2,349.0,349.0,385.0,385.0,0.0,0.0,459.0,459.0,46,13.699999999999989,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,349.0,349.0,385.0,385.0,0.0,0.0,,0.0,0.0,0.0,0.0,459.0,459.0,39230369775.7,39.23,281.0,large,equity,data_raw,111100000,000011000,84.6,0.0,44.4,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,119.76,-5.69,False
460,REG,Real Estate,-77.9,14.9,-6.1,-3.2,5.1,0.6,1.1,1.1,-11.8,-26.1,-32.8,-77.9,11.8,-93.0,2.2,0.0,-322.5,67.2,386.0,386.0,417.0,417.0,0.0,0.0,460.0,460.0,-50,-114.4,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,386.0,386.0,417.0,417.0,0.0,0.0,,0.0,0.0,0.0,0.0,460.0,460.0,14823515950.77,14.824,459.0,other,equity,data_raw,011110000,000011000,84.6,0.0,44.4,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,81.93,-1.18,False
461,ROP,Technology,-130.2,10.0,2.0,5.5,5.2,-0.7,-6.2,-22.3,-59.2,-78.0,-99.7,-130.2,45.1,-149.2,3.4,0.0,-314.1,14.9,520.0,520.0,543.0,543.0,0.0,0.0,461.0,461.0,45,81.69999999999999,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,520.0,520.0,543.0,543.0,0.0,0.0,,0.0,0.0,0.0,0.0,461.0,461.0,36754103379.7,36.754,294.0,large,equity,data_raw,110000000,111001000,84.6,0.0,88.9,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,483.36,-24.65,False
462,SYK,Medical Devices,-71.8,17.5,-6.0,-4.0,7.6,2.0,-7.3,-16.5,-37.4,-44.2,-56.9,-71.8,37.3,-94.5,2.5,0.0,-13.7,73.3,368.0,368.0,402.0,402.0,0.0,0.0,462.0,462.0,3,-5.6,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,368.0,368.0,402.0,402.0,0.0,0.0,,0.0,0.0,0.0,0.0,462.0,462.0,125182626499.27,125.183,103.0,large,equity,data_raw,011000000,011001100,84.6,0.0,88.9,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,389.33,-16.13,False
463,TFC,Financials,-74.8,18.8,-2.5,-1.2,5.4,0.8,-1.1,3.0,17.1,-5.5,-27.7,-74.8,23.0,-96.8,1.6,0.0,-313.4,70.3,377.0,377.0,409.0,409.0,0.0,0.0,463.0,463.0,-91,-46.799999999999955,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,377.0,377.0,409.0,409.0,0.0,0.0,,0.0,0.0,0.0,0.0,463.0,463.0,63514924869.18,63.515,199.0,large,equity,data_raw,011011000,100000001,84.6,0.0,44.4,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,56.2,-9.29,False
464,WTW,Financials,-82.3,19.9,5.5,5.7,8.6,2.9,-6.0,-14.6,-30.2,-40.7,-58.1,-82.3,22.9,-108.1,2.2,0.0,-98.7,62.7,398.0,398.0,429.0,429.0,0.0,0.0,464.0,464.0,45,48.10000000000001,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,398.0,398.0,429.0,429.0,0.0,0.0,,0.0,0.0,0.0,0.0,464.0,464.0,27032899806.01,27.033,353.0,other,equity,data_raw,111000000,110000100,84.6,0.0,66.7,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,344.99,-17.04,False
465,XLY,Index,-50.3,5.2,-0.3,0.2,0.1,-2.9,-5.9,-9.0,-16.9,-27.4,-40.2,-50.3,31.9,-54.3,1.8,0.0,-388.9,94.8,312.0,312.0,342.0,342.0,0.0,0.0,465.0,465.0,47,-24.799999999999955,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,312.0,312.0,342.0,342.0,0.0,0.0,,0.0,0.0,0.0,0.0,465.0,465.0,23781842944.0,23.782,,etf,etf,data_raw,110000000,111100000,84.6,0.0,88.9,0.0,0.0,0.0,0,9,1.0,84.6,84.6,84.6,125.01,-6.31,False
466,CME,Financial Data & Stock Exchanges,-54.7,10.5,10.5,4.9,-1.9,-14.9,-20.3,-23.1,-25.6,-32.9,-47.3,-54.7,63.1,-68.2,1.5,0.0,-30.0,90.4,323.0,323.0,355.0,355.0,0.0,0.0,466.0,466.0,47,371.3,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,323.0,323.0,355.0,355.0,0.0,0.0,,0.0,0.0,0.0,0.0,466.0,466.0,85488222641.12,85.488,145.0,large,equity,data_raw,100000000,110000010,62.4,0.0,66.7,22.2,22.2,0.0,1,9,1.0,84.6,84.6,62.4,329.16,-28.12,False
467,CTRA,Oil & Gas E&P,-54.0,32.0,-13.8,-9.8,-12.9,-4.9,5.7,10.2,-8.9,-8.1,-5.7,-54.0,47.1,-103.3,1.6,0.0,-26.338711635267,89.7,325.0,325.0,354.0,354.0,0.0,0.0,467.0,467.0,4,0.0,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,325.0,325.0,354.0,354.0,0.0,0.0,,0.0,0.0,0.0,0.0,467.0,467.0,24724652557.46,24.725,372.0,other,equity,data_raw,000110000,000011000,62.4,0.0,44.4,22.2,22.2,0.0,1,9,1.0,84.6,84.6,62.4,36.88,-11.71,False
468,F,Auto Manufacturers,-53.4,20.2,-8.4,-7.6,-9.9,-2.0,-4.2,0.5,-5.5,-23.2,-13.4,-53.4,98.7,-91.2,1.4,0.0,-208.6,91.7,322.0,322.0,353.0,353.0,0.0,0.0,468.0,468.0,-180,-78.9,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,322.0,322.0,353.0,353.0,0.0,0.0,,0.0,0.0,0.0,0.0,468.0,468.0,52288908457.73,52.289,235.0,large,equity,data_raw,000010000,000111000,62.4,0.0,66.7,22.2,22.2,0.0,1,9,1.0,84.6,84.6,62.4,17.78,-24.86,False
469,GIS,Packaged Foods,-151.9,9.0,-0.1,2.2,6.5,2.6,-7.6,-17.5,-57.3,-82.1,-103.9,-151.9,35.2,-169.9,3.0,0.0,-798.6,-6.8,556.0,556.0,564.0,564.0,0.0,0.0,469.0,469.0,46,-17.5,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,556.0,556.0,564.0,564.0,0.0,0.0,,0.0,0.0,0.0,0.0,469.0,469.0,20050403197.39,20.05,414.0,other,equity,data_raw,111000000,000010000,62.4,0.0,22.2,22.2,22.2,0.0,1,9,1.0,84.6,84.6,62.4,49.59,-24.24,False
470,WDAY,Technology,-157.3,6.2,1.3,6.8,-4.0,-3.4,-13.9,-33.2,-72.4,-92.9,-119.4,-157.3,88.9,-173.0,2.7,0.0,-719.7,-12.3,561.0,561.0,569.0,569.0,0.0,0.0,470.0,470.0,5,191.5,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,561.0,561.0,569.0,569.0,0.0,0.0,,0.0,0.0,0.0,0.0,470.0,470.0,27215398773.19,27.215,352.0,other,equity,data_raw,100000000,111000000,62.4,0.0,66.7,22.2,22.2,0.0,1,9,1.0,84.6,84.6,62.4,247.1,-45.2,False
471,OXY,Oil & Gas E&P,-111.7,6.0,-3.4,-4.3,-6.5,-17.0,-10.7,-7.1,-39.7,-55.3,-38.4,-111.7,85.7,-124.0,1.9,0.0,-1087.4,33.4,475.0,475.0,507.0,507.0,0.0,0.0,471.0,471.0,5,-434.5000000000001,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,475.0,475.0,507.0,507.0,0.0,0.0,,0.0,0.0,0.0,0.0,471.0,471.0,48647583074.14,48.648,245.0,large,equity,data_raw,000000000,000011000,40.2,0.0,44.4,44.4,44.4,22.2,2,9,1.0,84.6,84.6,62.4,67.45,-27.49,False
472,SLB,Oil & Gas Equipment & Services,-118.3,11.4,-6.2,-6.2,-7.8,-15.8,-12.8,-0.4,-29.8,-43.8,-41.9,-118.3,19.0,-135.4,2.2,0.0,-696.7,26.8,493.0,493.0,518.0,518.0,0.0,0.0,472.0,472.0,-79,-287.6,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,493.0,493.0,518.0,518.0,0.0,0.0,,0.0,0.0,0.0,0.0,472.0,472.0,67471953837.82,67.472,191.0,large,equity,data_raw,000000000,000011000,40.2,0.0,44.4,44.4,44.4,0.0,2,9,1.0,84.6,84.6,40.2,58.81,-23.26,False
473,SPCX,Aerospace and Defense,15.9,36.4,-37.5,-13.9,,,,,,,,15.9,42.6,0.0,1.4,67.4,67.3,15.5,516.0,516.0,209.0,209.0,0.0,0.0,473.0,473.0,4,0.0,NO_TREND,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,516.0,516.0,209.0,209.0,0.0,0.0,,0.0,0.0,0.0,0.0,473.0,473.0,1226566295856.0,1226.566,11.0,cap100,equity,data_raw,0-------1,---------,52.0,30.0,0.0,0.0,0.0,0.0,0,0,0.0,82.0,82.0,82.0,225.64,-28.2,False
474,KVUE,Household & Personal Products,-33.8,21.1,-0.3,1.5,9.4,8.1,6.6,3.2,-30.0,,,-33.8,0.0,-115.3,2.4,0.0,-197.9,4.1,536.0,536.0,312.0,312.0,0.0,0.0,474.0,474.0,47,-5.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,536.0,536.0,312.0,312.0,0.0,0.0,,0.0,0.0,0.0,0.0,474.0,474.0,38073771739.95,38.074,286.0,large,equity,data_raw,111110--0,--------0,79.4,0.0,0.0,0.0,0.0,0.0,0,1,0.167,79.4,79.4,79.4,19.87,-0.2,True
475,INVH,Real Estate,-101.3,8.5,-2.7,-1.9,3.7,5.0,5.0,-2.3,-35.2,-59.7,-79.7,-101.3,20.8,-125.9,3.2,0.0,-734.5,22.1,502.0,502.0,486.0,486.0,0.0,0.0,475.0,475.0,-32,-203.5,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,502.0,502.0,486.0,486.0,0.0,0.0,,0.0,0.0,0.0,0.0,475.0,475.0,18136101324.58,18.136,429.0,other,equity,data_raw,011100000,--1100000,77.9,0.0,57.1,0.0,0.0,0.0,0,7,1.0,77.9,77.9,77.9,30.605,-0.25,True
476,VOO,Unknown,0.0,24.7,0.0,,0.5,0.4,0.7,0.4,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,254.0,254.0,235.0,235.0,0.0,0.0,476.0,476.0,4,0.0,,,,,,,,,254.0,254.0,235.0,235.0,0.0,0.0,,0.0,0.0,0.0,0.0,476.0,476.0,1701513003008.0,1701.513,,etf,etf,data_raw,-11111000,-0--0000-,75.5,0.0,0.0,0.0,0.0,0.0,0,8,1.0,75.5,75.5,75.5,699.13,-2.04,False
477,ABNB,Travel Services,-52.3,13.0,-1.3,0.1,5.5,4.5,4.0,3.4,-24.2,-44.4,,-52.3,33.1,-102.6,2.0,0.0,-386.2,10.8,524.0,524.0,348.0,348.0,0.0,0.0,477.0,477.0,7,-44.5,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,524.0,524.0,348.0,348.0,0.0,0.0,,0.0,0.0,0.0,0.0,477.0,477.0,62242346539.68,62.242,203.0,large,equity,data_raw,1111100-0,-----0000,74.5,0.0,0.0,0.0,0.0,0.0,0,4,0.667,74.5,74.5,74.5,150.19,-0.84,False
478,0083S0.KS,Medical AI,-0.9,39.6,7.7,6.7,7.9,10.2,4.9,-0.9,,,,-0.9,15.4,-40.7,2.4,0.0,0.0,8.8,528.0,528.0,238.0,238.0,0.0,0.0,478.0,478.0,0,0.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,528.0,528.0,238.0,238.0,0.0,0.0,,0.0,0.0,0.0,0.0,478.0,478.0,,,,etf,etf,,11110---0,--------0,73.7,0.0,0.0,0.0,0.0,0.0,0,1,0.167,73.7,73.7,73.7,12900.0,-9.15,False
479,ONDO-USD,Decentralized Finance,-62.4,3.6,0.6,6.4,1.4,9.4,7.4,-27.6,,,,-62.4,250.6,-121.4,2.5,0.0,683.7,-35.5,588.0,588.0,377.0,377.0,0.0,0.0,479.0,479.0,94,-189.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,588.0,588.0,377.0,377.0,0.0,0.0,,0.0,0.0,0.0,0.0,479.0,479.0,1641889539.09,1.642,,crypto,crypto,data_raw,11110---0,--------0,73.7,0.0,0.0,0.0,0.0,0.0,0,1,0.167,73.7,73.7,73.7,0.7778,-56.65,False
480,IFF,Specialty Chemicals,-150.6,10.0,2.5,7.6,9.0,8.7,8.0,10.1,-21.9,-56.0,-89.0,-150.6,12.2,-168.0,2.3,0.0,-1063.9,-5.5,553.0,553.0,562.0,562.0,0.0,0.0,480.0,480.0,54,402.89999999999986,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,553.0,553.0,562.0,562.0,0.0,0.0,,0.0,0.0,0.0,0.0,480.0,480.0,21402090609.06,21.402,401.0,other,equity,data_raw,111110000,000000000,73.6,0.0,0.0,0.0,0.0,0.0,0,9,1.0,73.6,73.6,73.6,84.45,-0.73,False
481,LUV,Airlines,-110.1,23.9,-4.9,-5.4,9.5,15.7,9.6,25.4,28.8,-3.6,-40.2,-110.1,28.4,-152.9,1.8,0.0,-365.3,35.0,471.0,471.0,502.0,502.0,0.0,0.0,481.0,481.0,-112,-83.80000000000001,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,471.0,471.0,502.0,502.0,0.0,0.0,,0.0,0.0,0.0,0.0,481.0,481.0,24560879078.25,24.561,374.0,other,equity,data_raw,011111000,000000000,73.6,0.0,0.0,0.0,0.0,0.0,0,9,1.0,73.6,73.6,73.6,55.11,-8.82,False
482,USB,Financials,-73.5,27.0,-2.0,-0.8,8.4,6.6,6.1,12.9,16.6,-2.2,-22.7,-73.5,15.5,-105.7,2.0,0.0,-204.7,71.6,375.0,375.0,407.0,407.0,0.0,0.0,482.0,482.0,-38,-20.0,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,375.0,375.0,407.0,407.0,0.0,0.0,,0.0,0.0,0.0,0.0,482.0,482.0,96158778856.37,96.159,126.0,large,equity,data_raw,011111000,000000000,73.6,0.0,0.0,0.0,0.0,0.0,0,9,1.0,73.6,73.6,73.6,62.38,-1.04,False
483,AIG,Insurance - Diversified,-70.6,18.9,3.7,2.9,6.8,0.6,-3.6,-8.7,-23.8,-27.8,-21.9,-70.6,9.9,-88.8,2.0,0.0,-122.7,74.5,365.0,365.0,399.0,399.0,0.0,0.0,483.0,483.0,42,37.2,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,365.0,365.0,399.0,399.0,0.0,0.0,,0.0,0.0,0.0,0.0,483.0,483.0,42093071561.58,42.093,272.0,large,equity,data_raw,111000000,000011000,73.5,0.0,44.4,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,87.29,-9.05,False
484,CMS,Utilities,-61.2,18.1,-6.0,-3.5,7.2,1.1,0.9,-0.5,-3.4,-15.7,-34.8,-61.2,38.9,-82.7,2.1,0.0,-210.9,83.9,340.0,340.0,373.0,373.0,0.0,0.0,484.0,484.0,-119,-66.1,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,340.0,340.0,373.0,373.0,0.0,0.0,,0.0,0.0,0.0,0.0,484.0,484.0,24012321700.48,24.012,378.0,other,equity,data_raw,011100000,011000000,73.5,0.0,44.4,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,80.355,-3.27,False
485,CRM,Software,-134.9,4.7,0.4,2.7,-8.5,-13.6,-21.9,-34.1,-66.9,-82.2,-106.0,-134.9,111.0,-146.5,2.9,0.0,-350.8,10.1,525.0,525.0,546.0,546.0,0.0,0.0,485.0,485.0,9,14.5,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,525.0,525.0,546.0,546.0,0.0,0.0,,0.0,0.0,0.0,0.0,485.0,485.0,136044090499.88,136.044,92.0,cap100,equity,data_raw,100000000,111000100,73.5,0.0,88.9,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,269.11,-38.27,False
486,ECL,Specialty Chemicals,-68.3,19.8,-3.8,-2.3,8.4,3.5,-1.6,-4.9,-13.2,-16.7,-40.6,-68.3,35.5,-93.5,1.9,0.0,-158.0,76.8,357.0,357.0,392.0,392.0,0.0,0.0,486.0,486.0,-29,-33.2,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,357.0,357.0,392.0,392.0,0.0,0.0,,0.0,0.0,0.0,0.0,486.0,486.0,79748126444.1,79.748,153.0,large,equity,data_raw,011000000,111000000,73.5,0.0,66.7,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,309.24,-8.37,False
487,EQIX,Data Center REITs,-46.5,27.2,-15.7,-10.4,-1.9,-6.8,0.9,7.6,-11.5,-23.2,-39.7,-46.5,57.8,-85.6,2.4,0.0,-84.8,98.6,305.0,305.0,336.0,336.0,0.0,0.0,487.0,487.0,-157,-42.8,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,305.0,305.0,336.0,336.0,0.0,0.0,,0.0,0.0,0.0,0.0,487.0,487.0,98823470907.21,98.823,122.0,large,equity,data_raw,000110000,011100000,73.5,0.0,66.7,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,1128.6801,-11.22,False
488,FRT,Real Estate,-88.6,20.8,-7.3,-4.9,2.7,2.2,5.7,10.6,-6.4,-22.3,-34.6,-88.6,8.5,-113.5,2.2,0.0,-279.4,56.5,422.0,422.0,455.0,455.0,0.0,0.0,488.0,488.0,-42,-94.89999999999998,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,422.0,422.0,455.0,455.0,0.0,0.0,,0.0,0.0,0.0,0.0,488.0,488.0,10512701593.84,10.513,505.0,other,equity,data_raw,011110000,000001000,73.5,0.0,22.2,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,126.41,-3.73,False
489,HSIC,Healthcare,-118.3,16.9,-1.4,-0.4,8.6,8.9,6.3,8.4,-15.8,-41.8,-64.3,-118.3,10.2,-143.9,1.8,0.0,-469.7,26.8,493.0,493.0,518.0,518.0,0.0,0.0,489.0,489.0,-42,-46.5,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,493.0,493.0,518.0,518.0,0.0,0.0,,0.0,0.0,0.0,0.0,489.0,489.0,9845825342.27,9.846,511.0,other,equity,data_raw,011110000,000010000,73.5,0.0,22.2,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,89.29,-3.2,False
490,LMT,Aerospace & Defense,-54.8,16.9,7.2,5.4,6.1,-2.2,-7.0,-0.8,-17.4,-28.4,-41.7,-54.8,45.1,-75.0,2.5,0.0,-148.8,90.3,324.0,324.0,356.0,356.0,0.0,0.0,490.0,490.0,9,137.09999999999997,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,324.0,324.0,356.0,356.0,0.0,0.0,,0.0,0.0,0.0,0.0,490.0,490.0,125866973051.39,125.867,102.0,large,equity,data_raw,110000000,010011000,73.5,0.0,66.7,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,692.0,-21.11,False
491,MDLZ,Confectioners,-112.1,5.9,-2.4,-2.0,2.1,-1.7,-2.3,-7.6,-37.4,-56.1,-75.7,-112.1,19.9,-119.9,2.4,0.0,-1043.9,33.0,476.0,476.0,508.0,508.0,0.0,0.0,491.0,491.0,-28,-333.60000000000014,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,476.0,476.0,508.0,508.0,0.0,0.0,,0.0,0.0,0.0,0.0,491.0,491.0,78187107051.19,78.187,158.0,large,equity,data_raw,010000000,011011000,73.5,0.0,88.9,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,64.35,-5.35,False
492,PG,Household Products,-88.1,11.8,-1.4,-0.6,6.3,0.8,-3.7,-8.6,-32.9,-48.3,-65.5,-88.1,37.7,-104.4,2.6,0.0,-280.0,57.0,418.0,418.0,449.0,449.0,0.0,0.0,492.0,492.0,12,-37.80000000000001,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,418.0,418.0,449.0,449.0,0.0,0.0,,0.0,0.0,0.0,0.0,492.0,492.0,352573179786.56,352.573,36.0,cap100,equity,data_raw,011000000,011010000,73.5,0.0,66.7,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,167.25,-9.47,False
493,PNR,Industrials,-77.7,13.8,-3.1,-1.8,5.3,-5.0,-16.9,-27.8,-40.8,-40.8,-45.6,-77.7,34.9,-95.3,1.6,0.0,42.3,67.3,384.0,384.0,415.0,415.0,0.0,0.0,493.0,493.0,-29,8.599999999999994,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,384.0,384.0,415.0,415.0,0.0,0.0,,0.0,0.0,0.0,0.0,493.0,493.0,12398377302.79,12.398,482.0,other,equity,data_raw,010000000,000101110,73.5,0.0,88.9,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,111.94,-31.46,False
494,SJM,Packaged Foods,-112.8,15.6,-2.4,-1.6,9.3,10.8,8.1,5.8,-17.2,-41.9,-61.3,-112.8,15.9,-135.9,2.2,0.0,-485.3,32.3,479.0,479.0,510.0,510.0,0.0,0.0,494.0,494.0,-45,-80.90000000000003,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,479.0,479.0,510.0,510.0,0.0,0.0,,0.0,0.0,0.0,0.0,494.0,494.0,12428086502.73,12.428,481.0,other,equity,data_raw,011110000,000010000,73.5,0.0,22.2,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,119.005,-2.29,False
495,VMC,Building Materials,-34.4,35.7,-11.9,-4.8,6.2,1.8,-1.5,-4.2,-15.1,-13.5,-14.7,-34.4,23.2,-65.7,1.5,0.0,-21.8,110.7,288.0,288.0,316.0,316.0,0.0,0.0,495.0,495.0,-66,-8.4,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,288.0,288.0,316.0,316.0,0.0,0.0,,0.0,0.0,0.0,0.0,495.0,495.0,39340383899.93,39.34,280.0,large,equity,data_raw,011000000,000111000,73.5,0.0,66.7,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,331.09,-8.43,False
496,WBD,Entertainment,-97.6,23.1,-1.9,-3.1,-1.1,-6.2,-9.7,21.8,90.7,40.8,-15.8,-97.6,140.4,-168.4,1.7,0.0,-427.2,47.5,441.0,441.0,473.0,473.0,0.0,0.0,496.0,496.0,-29,-42.30000000000001,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,441.0,441.0,473.0,473.0,0.0,0.0,,0.0,0.0,0.0,0.0,496.0,496.0,66388978721.28,66.389,195.0,large,equity,data_raw,000011100,000000011,73.5,0.0,44.4,0.0,0.0,0.0,0,9,1.0,73.5,73.5,73.5,30.0,-11.73,False
497,005490.KS,Steel,-101.7,2.9,0.5,1.9,-10.2,-19.1,-18.1,-11.1,-39.3,-50.5,-57.4,-101.7,139.8,-108.4,1.7,0.0,-2205.6,43.4,454.0,454.0,487.0,487.0,0.0,0.0,497.0,497.0,49,455.3000000000002,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,454.0,454.0,487.0,487.0,0.0,0.0,,0.0,0.0,0.0,0.0,497.0,497.0,24009597332500.0,24009.597,,etf,etf,data_raw,100000000,000011000,51.3,0.0,44.4,22.2,22.2,0.0,1,9,1.0,73.5,73.5,51.3,542000.0,-41.42,False
498,AMT,Telecommunications Infrastructure,-124.4,1.7,-3.7,-7.6,-4.8,-9.3,-12.3,-19.7,-42.7,-68.3,-94.9,-124.4,77.9,-127.5,2.3,0.0,-3729.5,20.7,506.0,506.0,530.0,530.0,0.0,0.0,498.0,498.0,-29,-2624.7,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,506.0,506.0,530.0,530.0,0.0,0.0,,0.0,0.0,0.0,0.0,498.0,498.0,77352225677.35,77.352,163.0,large,equity,data_raw,000000000,111000000,51.3,0.0,66.7,22.2,22.2,0.0,1,9,1.0,73.5,73.5,51.3,196.08,-15.33,False
