Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
460,TTD,Advertising Agencies,-95.5,0.2,-0.2,,-13.8,-17.3,-31.9,-56.7,-103.1,-126.3,-147.7,-95.5,1126.9,-105.5,2.3,0.0,4399.384957337925,40.9,442.0,442.0,428.0,428.0,114.4,114.4,502.0,502.0,-39,-511.48328881676025,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,442.0,442.0,428.0,428.0,114.4,114.4,570.0,58.0,3.0,25.0,0.0,502.0,502.0,8979804657.16,8.98,514.0,other,equity,data_raw,56.39,-62.71,False
461,BKNG,Travel Services,-240.8,0.5,0.5,,-3.6,-56.2,-78.1,-95.8,-130.2,-153.0,-182.2,-240.8,73.4,-240.0,1.5,0.0,3789.4026294955715,-90.5,583.0,583.0,583.0,583.0,71.14,71.14,502.19,502.19,8,3135.0210995293633,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,583.0,583.0,583.0,583.0,71.14,71.14,582.0,58.0,3.0,0.0,0.0,502.19,502.19,129784393502.17,129.784,94.0,cap100,equity,data_raw,5624.8901,-97.05,False
462,T,Telecom Services,-72.2,16.0,-12.8,,-12.5,-21.0,-20.1,-25.5,-15.3,-13.8,-31.0,-72.2,30.9,-91.2,1.4,0.0,-1.3740118094610565,78.1,333.0,333.0,359.0,359.0,111.77,111.77,502.82,502.82,-93,48.65377604921857,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,333.0,333.0,359.0,359.0,111.77,111.77,520.0,58.0,3.0,25.0,0.0,502.82,502.82,158213678453.65,158.214,78.0,cap100,equity,data_raw,29.435,-22.64,False
463,SCHW,Investment Banking & Brokerage,-57.9,4.5,1.3,,-4.8,-11.9,-15.5,-18.7,-14.9,-33.4,-32.6,-57.9,56.7,-63.4,1.3,0.0,-1275.5556861506218,92.3,296.0,296.0,325.0,325.0,110.72,110.72,503.82,503.82,27,1140.9732654521501,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,296.0,296.0,325.0,325.0,110.72,110.72,434.0,58.0,3.0,25.0,0.0,503.82,503.82,153043924616.0,153.044,82.0,cap100,equity,data_raw,107.49,-18.13,False
464,YUM,Restaurants,-74.4,2.1,2.1,,-5.2,-12.7,-12.8,-14.8,-30.1,-42.2,-55.4,-74.4,45.1,-76.6,2.0,0.0,-5000.0,75.8,338.0,338.0,364.0,364.0,99.3,99.3,505.9,505.9,-45,-2072.8049759697224,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,338.0,338.0,364.0,364.0,99.3,99.3,414.0,40.0,3.0,25.0,0.0,505.9,505.9,40813988096.84,40.814,265.0,large,equity,data_raw,169.39,-12.58,False
465,SYK,Medical Devices,-89.9,3.8,-0.9,,-1.0,-14.6,-20.2,-28.9,-49.1,-56.7,-71.5,-89.9,37.3,-94.5,2.3,0.0,-19.152476075489613,60.4,381.0,381.0,406.0,406.0,92.24,92.24,506.59,506.59,-49,-6.390474638905506,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,381.0,381.0,406.0,406.0,92.24,92.24,486.0,58.0,3.0,25.0,0.0,506.59,506.59,115472091846.23,115.472,106.0,large,equity,data_raw,392.55,-23.27,False
466,APTV,Auto Parts,-159.2,8.4,3.0,,11.0,3.2,-4.6,-12.6,-40.5,-77.4,-107.2,-159.2,58.7,-178.6,1.6,0.0,-5000.0,-8.9,537.0,537.0,546.0,546.0,103.04,103.04,507.79,507.79,80,-1356.7636935970559,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,537.0,537.0,546.0,546.0,103.04,103.04,194.0,10.0,3.0,0.0,0.0,507.79,507.79,15431368441.35,15.431,450.0,other,equity,data_raw,88.93,-22.86,False
467,INTU,Application Software,-123.5,0.0,-2.8,,-21.9,-31.2,-43.1,-58.8,-85.9,-102.4,-117.7,-123.5,209.6,-123.1,2.1,0.0,750.7539931969733,26.8,473.0,473.0,495.0,495.0,91.2,91.2,508.75,508.75,-16,-4189.746301344182,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,473.0,473.0,495.0,495.0,91.2,91.2,578.0,58.0,3.0,25.0,0.0,508.75,508.75,82602706265.17,82.603,147.0,large,equity,data_raw,703.96,-57.84,False
468,XLP,Index,-92.8,1.0,1.0,,-3.7,-10.2,-9.0,-11.8,-30.3,-46.6,-64.3,-92.8,21.2,-93.5,2.2,0.0,-5000.0,57.5,396.0,396.0,422.0,422.0,111.05,111.05,509.35,509.35,-15,-214.81956844704928,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,396.0,396.0,422.0,422.0,111.05,111.05,358.0,14.0,3.0,25.0,0.0,509.35,509.35,14855075840.0,14.855,,etf,etf,data_raw,90.14,-8.99,False
469,BIIB,Healthcare,-168.1,3.6,0.8,,1.2,-3.5,-2.1,9.3,-32.5,-66.4,-101.9,-168.1,14.3,-174.2,2.0,0.0,-5000.0,-17.9,553.0,553.0,558.0,558.0,113.99,113.99,511.09,511.09,5,-868.8720732004631,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,553.0,553.0,558.0,558.0,113.99,113.99,167.0,0.0,3.0,0.0,0.0,511.09,511.09,29003311184.1,29.003,326.0,other,equity,data_raw,205.97,-5.16,False
470,CI,Healthcare,-105.1,3.1,3.1,,-1.6,-6.7,-7.0,-13.4,-43.6,-56.7,-68.6,-105.1,48.1,-109.6,2.2,0.0,-5000.0,45.2,430.0,430.0,456.0,456.0,104.18,104.18,513.13,513.13,-11,-2974.9209153068514,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,430.0,430.0,456.0,456.0,104.18,104.18,327.0,14.0,3.0,25.0,0.0,513.13,513.13,74248953217.23,74.249,171.0,large,equity,data_raw,315.47,-8.24,False
471,ARE,Real Estate,-192.0,2.8,2.4,,16.3,7.0,0.7,-19.9,-70.7,-104.5,-137.6,-192.0,27.8,-197.6,2.5,0.0,-5000.0,-41.7,575.0,575.0,577.0,577.0,96.18,96.18,513.18,513.18,44,-24.854891014913846,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,575.0,575.0,577.0,577.0,96.18,96.18,171.0,10.0,3.0,0.0,0.0,513.18,513.18,9257194591.46,9.257,513.0,other,equity,data_raw,85.37,-39.93,False
472,AVB,Real Estate,-123.8,3.9,3.9,,0.9,-0.7,-2.4,-9.8,-35.0,-55.5,-76.7,-123.8,8.8,-128.7,3.0,0.0,-5000.0,26.4,474.0,474.0,496.0,496.0,113.81,113.81,513.66,513.66,7,-78.95012808996216,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,474.0,474.0,496.0,496.0,113.81,113.81,233.0,0.0,3.0,25.0,0.0,513.66,513.66,26840777080.48,26.841,346.0,other,equity,data_raw,195.3,-2.86,False
473,HSIC,Healthcare,-138.1,4.1,0.3,,-0.9,-7.6,-8.0,-8.0,-34.0,-59.4,-83.8,-138.1,10.2,-143.9,1.8,0.0,-2782.2514528540823,12.1,504.0,504.0,519.0,519.0,120.21,120.21,513.71,513.71,-2,-356.40253556033986,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,504.0,504.0,519.0,519.0,120.21,120.21,302.0,4.0,3.0,0.0,0.0,513.71,513.71,8691848906.75,8.692,517.0,other,equity,data_raw,89.29,-13.26,False
474,PFE,Pharmaceuticals,-125.6,4.4,-0.9,,-1.1,-9.0,-5.7,-1.8,-17.3,-52.4,-77.0,-125.6,23.6,-131.9,1.9,0.0,-1300.636885610023,24.6,483.0,483.0,504.0,504.0,116.28,116.28,513.83,513.83,-41,448.30640770222203,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,483.0,483.0,504.0,504.0,116.28,116.28,268.0,4.0,3.0,25.0,0.0,513.83,513.83,146418723745.44,146.419,86.0,cap100,equity,data_raw,28.745,-10.63,False
475,PPG,Specialty Chemicals,-142.6,2.6,-0.1,,-0.4,-7.7,-6.3,-9.9,-44.2,-69.2,-94.1,-142.6,10.8,-146.2,2.2,0.0,-3296.378369589209,7.7,513.0,513.0,528.0,528.0,116.2,116.2,516.05,516.05,7,-112.23037534247624,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,513.0,513.0,528.0,528.0,116.2,116.2,300.0,4.0,3.0,0.0,0.0,516.05,516.05,24955883795.93,24.956,361.0,other,equity,data_raw,133.43,-16.09,False
476,MDLZ,Confectioners,-116.9,1.9,0.2,,-2.8,-6.4,-4.2,-12.1,-42.2,-60.0,-80.6,-116.9,19.9,-119.1,2.3,0.0,-3763.63652159107,33.4,461.0,461.0,485.0,485.0,100.11,100.11,516.71,516.71,-63,-2290.2601472102815,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,461.0,461.0,485.0,485.0,100.11,100.11,305.0,14.0,3.0,25.0,0.0,516.71,516.71,78289801382.9,78.29,159.0,large,equity,data_raw,63.57,-4.06,False
477,HSY,Confectioners,-92.1,0.0,-4.7,,-3.3,-16.3,-14.9,-14.8,-35.2,-56.9,-71.4,-92.1,80.2,-91.7,1.8,0.0,-329.5522123122302,58.1,394.0,394.0,420.0,420.0,111.5,111.5,518.45,518.45,-113,382.53289722475455,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,394.0,394.0,420.0,420.0,111.5,111.5,431.0,40.0,3.0,25.0,0.0,518.45,518.45,27083078350.38,27.083,343.0,other,equity,data_raw,239.48,-22.92,False
478,MCD,Restaurants,-79.9,0.0,-0.2,,-4.8,-16.4,-18.6,-23.1,-42.9,-56.2,-68.9,-79.9,53.8,-79.5,2.4,0.0,-1265.1007987341195,70.4,353.0,353.0,378.0,378.0,94.98,94.98,519.03,519.03,-20,37.301975160750544,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,353.0,353.0,378.0,378.0,94.98,94.98,476.0,58.0,3.0,25.0,0.0,519.03,519.03,193769158733.8,193.769,61.0,cap100,equity,data_raw,341.75,-18.12,False
479,HD,,-95.8,0.6,-1.9,,-4.7,-14.9,-18.8,-27.5,-49.3,-64.8,-79.5,-95.8,61.9,-96.4,2.2,0.0,-325.4823924139085,54.5,403.0,403.0,430.0,430.0,106.86,106.86,519.26,519.26,-17,-89.79372796157628,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,403.0,403.0,430.0,430.0,106.86,106.86,487.0,58.0,3.0,0.0,0.0,519.26,519.26,309056327757.73,309.056,40.0,cap100,equity,data_raw,411.41,-24.46,False
480,MTCH,Internet Content & Information,-120.5,3.6,0.2,,2.8,0.1,-3.5,-6.5,-33.4,-70.8,-105.7,-120.5,469.7,-142.4,1.9,0.0,-5000.0,-8.0,536.0,536.0,491.0,491.0,109.76,109.76,520.36,520.36,14,0.0,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,536.0,536.0,491.0,491.0,109.76,109.76,208.0,0.0,3.0,25.0,0.0,520.36,520.36,6918846692.73,6.919,525.0,other,equity,data_raw,39.2,-24.13,False
481,WY,Real Estate,-139.4,3.1,1.6,,1.1,-5.2,-5.9,-11.0,-43.6,-67.6,-87.0,-139.4,12.6,-143.8,2.6,0.0,-5000.0,10.8,507.0,507.0,522.0,522.0,114.49,114.49,523.19,523.19,15,-903.8852127795353,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,507.0,507.0,522.0,522.0,114.49,114.49,289.0,14.0,3.0,-2.0,0.0,523.19,523.19,17809752992.41,17.81,431.0,other,equity,data_raw,27.75,-10.99,False
482,CRM,Software,-125.0,4.8,-0.4,,-6.1,-9.9,-18.6,-31.1,-62.9,-76.6,-100.6,-125.0,111.0,-136.5,2.6,0.0,-203.95560850801863,25.2,478.0,478.0,499.0,499.0,99.63,99.63,523.38,523.38,39,634.8699464991754,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,478.0,478.0,499.0,499.0,99.63,99.63,483.0,40.0,3.0,0.0,0.0,523.38,523.38,154586250000.0,154.586,81.0,cap100,equity,data_raw,269.11,-31.01,False
483,ES,Utilities,-118.8,3.8,3.8,,-0.8,-8.6,-7.4,-9.8,-21.9,-49.6,-79.4,-118.8,49.7,-124.9,1.7,0.0,-5000.0,31.5,465.0,465.0,487.0,487.0,111.5,111.5,524.05,524.05,24,-111.93287739018706,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,465.0,465.0,487.0,487.0,111.5,111.5,318.0,4.0,3.0,25.0,0.0,524.05,524.05,26280471114.07,26.28,353.0,other,equity,data_raw,76.41,-7.6,False
484,IP,Packaging & Containers,-130.7,8.5,1.3,,4.1,-8.8,-13.8,-25.1,-42.8,-60.6,-80.1,-130.7,26.9,-144.8,2.2,0.0,-1241.3193096745922,19.6,489.0,489.0,508.0,508.0,111.23,111.23,524.13,524.13,40,-514.8085848900552,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,489.0,489.0,508.0,508.0,111.23,111.23,411.0,22.0,3.0,0.0,0.0,524.13,524.13,17940035644.71,17.94,428.0,other,equity,data_raw,50.25,-33.11,False
485,WDAY,Technology,-154.6,6.6,0.8,,2.8,1.3,-14.9,-34.2,-72.4,-91.8,-119.4,-154.6,88.9,-171.1,2.6,0.0,-1005.3260680543705,-4.3,531.0,531.0,541.0,541.0,102.0,102.0,525.05,525.05,67,1091.9773483392437,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,531.0,531.0,541.0,541.0,102.0,102.0,406.0,18.0,3.0,0.0,0.0,525.05,525.05,29729910736.08,29.73,319.0,other,equity,data_raw,249.85,-40.8,False
486,PEG,Utilities,-84.8,3.3,3.3,,-2.8,-11.1,-12.6,-18.0,-29.7,-39.2,-54.7,-84.8,16.1,-87.7,2.1,0.0,-5000.0,65.5,367.0,367.0,393.0,393.0,107.74,107.74,526.79,526.79,-38,-2338.4947947054234,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,367.0,367.0,393.0,393.0,107.74,107.74,410.0,40.0,3.0,25.0,0.0,526.79,526.79,38908935980.61,38.909,274.0,large,equity,data_raw,87.63,-10.9,False
487,VRSK,Industrials,-119.0,8.1,2.4,,-3.8,-12.0,-19.2,-34.2,-64.3,-77.1,-97.7,-119.0,50.5,-133.4,2.7,0.0,-66.21583490490889,31.3,466.0,466.0,488.0,488.0,95.25,95.25,527.45,527.45,-3,-52.557361908054204,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,466.0,466.0,488.0,488.0,95.25,95.25,498.0,58.0,3.0,0.0,0.0,527.45,527.45,23583931200.0,23.584,374.0,other,equity,data_raw,253.35,-28.95,False
488,ABNB,Travel Services,-67.1,1.0,1.0,,-6.7,-8.4,-7.3,-11.2,-39.3,-60.1,,-67.1,33.1,-102.6,2.0,0.0,-5000.0,-0.3,523.0,523.0,344.0,344.0,129.53,129.53,528.18,528.18,7,0.0,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,523.0,523.0,344.0,344.0,129.53,129.53,346.0,14.0,14.0,0.0,0.0,528.18,528.18,55885631266.93,55.886,221.0,large,equity,data_raw,147.25,-9.31,False
489,MTD,Healthcare,-103.2,7.3,0.3,,-6.0,-14.7,-19.9,-22.6,-46.7,-72.0,-87.4,-103.2,88.0,-118.0,2.0,0.0,-546.8334376162844,47.0,424.0,424.0,450.0,450.0,104.66,104.66,528.91,528.91,13,1.1443149697751096,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,424.0,424.0,450.0,450.0,104.66,104.66,475.0,58.0,3.0,0.0,0.0,528.91,528.91,23854668433.8,23.855,371.0,other,equity,data_raw,1525.17,-22.6,False
490,ECL,Specialty Chemicals,-91.1,2.2,0.9,,-2.7,-13.6,-15.1,-19.2,-28.5,-34.7,-60.3,-91.1,35.5,-93.5,1.8,0.0,-3202.7657268058665,59.2,389.0,389.0,414.0,414.0,110.37,110.37,530.27,530.27,-38,-2157.3596013304923,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,389.0,389.0,414.0,414.0,110.37,110.37,435.0,58.0,3.0,0.0,0.0,530.27,530.27,71578000398.99,71.578,180.0,large,equity,data_raw,309.24,-16.58,False
491,CMS,Utilities,-83.2,0.0,0.0,,-5.2,-12.9,-11.6,-13.7,-19.0,-32.4,-53.7,-83.2,38.9,-82.7,2.0,0.0,-5000.0,67.1,361.0,361.0,388.0,388.0,114.93,114.93,530.58,530.58,-80,-349.69057581418474,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,361.0,361.0,388.0,388.0,114.93,114.93,404.0,40.0,3.0,25.0,0.0,530.58,530.58,21735583385.27,21.736,394.0,other,equity,data_raw,80.355,-10.35,False
492,ADA-USD,Cryptocurrency,-92.0,0.0,0.0,,-25.5,-34.2,-43.5,-66.2,-95.5,-123.1,-91.1,-92.0,3485.6,-107.6,1.8,0.0,5000.0,23.2,484.0,484.0,419.0,419.0,133.87,133.87,531.22,531.22,-57,9.994479720003255,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,484.0,484.0,419.0,419.0,133.87,133.87,581.0,58.0,3.0,25.0,0.0,531.22,531.22,6676693350.31,6.677,,crypto,crypto,data_raw,0.891,-81.8,False
493,BXP,Real Estate,-162.0,2.7,2.7,,2.3,2.0,-6.8,-16.7,-35.4,-63.5,-97.3,-162.0,7.4,-166.1,2.4,0.0,-5000.0,-11.7,542.0,542.0,549.0,549.0,113.38,113.38,531.23,531.23,25,-74.09620405197802,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,542.0,542.0,549.0,549.0,113.38,113.38,269.0,10.0,3.0,0.0,0.0,531.23,531.23,9895571989.88,9.896,509.0,other,equity,data_raw,76.37,-18.38,False
494,HRL,Packaged Foods,-163.8,4.8,0.6,,2.0,-6.3,-8.8,-18.3,-55.9,-85.4,-115.0,-163.8,42.7,-173.8,2.2,0.0,-2874.2051840089075,-13.6,545.0,545.0,552.0,552.0,107.16,107.16,533.86,533.86,3,-940.3148762290305,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,545.0,545.0,552.0,552.0,107.16,107.16,343.0,14.0,3.0,0.0,0.0,533.86,533.86,12816835898.94,12.817,470.0,other,equity,data_raw,26.18,-9.78,False
495,AIG,Insurance - Diversified,-88.4,1.0,1.0,,-5.8,-12.3,-14.4,-20.7,-35.3,-40.7,-38.7,-88.4,9.9,-88.8,1.9,0.0,-5000.0,61.9,377.0,377.0,402.0,402.0,107.55,107.55,536.0,536.0,13,-2282.897327894785,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,377.0,377.0,402.0,402.0,107.55,107.55,444.0,40.0,3.0,25.0,0.0,536.0,536.0,38938346164.69,38.938,273.0,large,equity,data_raw,87.29,-13.52,False
496,ALGN,Medical Devices,-165.5,1.1,-0.5,,-5.8,-12.9,-8.3,-7.7,-57.5,-92.8,-124.9,-165.5,236.6,-169.2,2.6,0.0,-3653.929142093141,-15.2,547.0,547.0,554.0,554.0,111.94,111.94,536.14,536.14,5,1346.0708579068591,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,547.0,547.0,554.0,554.0,111.94,111.94,359.0,4.0,3.0,0.0,0.0,536.14,536.14,12052614112.0,12.053,481.0,other,equity,data_raw,200.25,-16.23,False
497,SWK,Industrials,-162.1,1.0,1.0,,-1.2,-6.3,-5.3,-4.4,-37.5,-66.4,-102.7,-162.1,21.3,-163.3,2.4,0.0,-5000.0,-11.8,543.0,543.0,550.0,550.0,125.19,125.19,536.29,536.29,7,0.0,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,543.0,543.0,550.0,550.0,125.19,125.19,261.0,4.0,3.0,0.0,0.0,536.29,536.29,12329180401.31,12.329,477.0,other,equity,data_raw,93.37,-15.06,False
498,TEAM,Technology,-155.2,0.5,0.5,,-13.1,-33.7,-46.0,-64.7,-96.8,-120.0,-146.3,-155.2,620.0,-158.3,2.5,0.0,1720.207134899571,-18.2,554.0,554.0,542.0,542.0,119.51,119.51,536.41,536.41,0,0.0,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,554.0,554.0,542.0,542.0,119.51,119.51,580.0,58.0,3.0,-2.0,0.0,536.41,536.41,11740436040.58,11.74,488.0,other,equity,data_raw,184.0,-62.38,False
499,STE,Healthcare,-86.4,1.8,0.1,,-2.7,-12.6,-19.6,-24.8,-45.2,-63.0,-81.0,-86.4,69.5,-88.7,2.0,0.0,-1084.2970107512363,63.9,372.0,372.0,397.0,397.0,107.19,107.19,537.14,537.14,-32,-592.7148433627187,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,372.0,372.0,397.0,397.0,107.19,107.19,465.0,58.0,3.0,25.0,0.0,537.14,537.14,20715151952.55,20.715,404.0,other,equity,data_raw,269.44,-21.23,False
500,BA,Aerospace & Defense,-139.7,1.0,-2.0,,-6.2,-9.4,-8.6,-13.1,-29.1,-48.2,-81.7,-139.7,110.6,-141.6,1.5,0.0,-1446.4399416965339,10.6,508.0,508.0,523.0,523.0,103.91,103.91,538.61,538.61,-56,2534.9404561371957,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,508.0,508.0,523.0,523.0,103.91,103.91,370.0,14.0,3.0,25.0,0.0,538.61,538.61,171392691362.6,171.393,71.0,cap100,equity,data_raw,254.3499,-15.29,False
501,CL,Household & Personal Products,-106.6,0.0,-5.9,,-5.5,-12.9,-10.5,-13.0,-32.9,-44.6,-64.0,-106.6,8.1,-106.1,2.2,0.0,-194.75625809665152,43.7,437.0,437.0,463.0,463.0,119.66,119.66,538.61,538.61,-105,345.3334456482488,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,437.0,437.0,463.0,463.0,119.66,119.66,402.0,40.0,3.0,25.0,0.0,538.61,538.61,68096109060.01,68.096,191.0,large,equity,data_raw,99.33,-10.82,False
502,OMC,Advertising Agencies,-120.4,4.4,4.4,,-3.5,-10.9,-10.8,-12.6,-42.0,-55.3,-70.5,-120.4,7.3,-125.6,2.3,0.0,-5000.0,29.9,469.0,469.0,490.0,490.0,108.3,108.3,539.85,539.85,4,-1390.087787790022,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,469.0,469.0,490.0,490.0,108.3,108.3,374.0,40.0,3.0,-2.0,0.0,539.85,539.85,21555017820.69,21.555,397.0,other,equity,data_raw,87.17,-13.24,False
503,ICE,Financial Data & Stock Exchanges,-82.0,3.0,3.0,,-7.5,-16.1,-19.4,-27.1,-39.3,-48.1,-64.7,-82.0,26.5,-84.8,2.0,0.0,-1291.1598612087541,68.3,357.0,357.0,384.0,384.0,110.65,110.65,541.05,541.05,-12,-632.4279148686212,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,357.0,357.0,384.0,384.0,110.65,110.65,501.0,58.0,3.0,25.0,0.0,541.05,541.05,80336703659.05,80.337,153.0,large,equity,data_raw,176.05,-19.63,False
504,HAS,Leisure,-112.0,7.7,-0.6,,-8.1,-15.3,-13.0,-9.1,-3.5,-27.2,-57.2,-112.0,23.8,-122.8,1.7,0.0,-792.0030461785169,38.3,452.0,452.0,478.0,478.0,124.17,124.17,542.12,542.12,-4,115.0311362448939,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,452.0,452.0,478.0,478.0,124.17,124.17,413.0,20.0,3.0,25.0,0.0,542.12,542.12,11951718925.96,11.952,484.0,other,equity,data_raw,106.98,-21.31,False
505,LW,Packaged Foods,-121.8,11.6,3.8,,-3.5,-5.0,-13.2,-18.6,-58.9,-73.9,-98.2,-121.8,59.8,-155.8,1.8,0.0,-5000.0,-23.8,561.0,561.0,493.0,493.0,109.22,109.22,543.87,543.87,4,0.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,561.0,561.0,493.0,493.0,109.22,109.22,384.0,18.0,3.0,-2.0,0.0,543.87,543.87,5777402962.49,5.777,533.0,other,equity,data_raw,67.07,-37.98,False
506,KVUE,Household & Personal Products,-52.5,3.2,-0.7,,-4.8,-11.9,-11.4,-18.6,-50.5,,,-52.5,0.0,-115.3,2.3,0.0,-1062.3831519169569,-11.4,540.0,540.0,310.0,310.0,89.47,89.47,544.27,544.27,-70,-272.1880941921313,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,540.0,540.0,310.0,310.0,89.47,89.47,416.0,40.0,29.0,25.0,0.0,544.27,544.27,32409744704.5,32.41,308.0,other,equity,data_raw,19.18,-7.66,False
507,ED,Electric Utilities,-101.0,0.9,0.9,,-4.7,-12.4,-10.1,-11.8,-27.8,-40.0,-58.3,-101.0,25.7,-101.7,2.3,0.0,-5000.0,49.3,415.0,415.0,442.0,442.0,108.12,108.12,544.92,544.92,-64,-147.68120025874487,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,415.0,415.0,442.0,442.0,108.12,108.12,383.0,40.0,3.0,25.0,0.0,544.92,544.92,38356572371.2,38.357,279.0,large,equity,data_raw,116.22,-8.57,False
508,DX-Y.NYB,Index,-149.2,0.9,0.9,,-1.7,-6.9,-8.0,-12.9,-42.4,-63.8,-91.4,-149.2,13.7,-150.2,2.8,0.0,-5000.0,1.1,520.0,520.0,533.0,533.0,124.46,124.46,546.91,546.91,6,-34.91094978966339,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,520.0,520.0,533.0,533.0,124.46,124.46,331.0,14.0,3.0,0.0,0.0,546.91,546.91,,,,index,index,,100.64,-1.2,False
509,BAX,Healthcare,-202.5,1.2,1.2,,6.4,-0.6,-4.9,-20.4,-68.6,-104.3,-141.7,-202.5,45.4,-205.0,3.0,0.0,-5000.0,-52.2,579.0,579.0,581.0,581.0,112.07,112.07,546.92,546.92,11,-59.40494184268755,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,579.0,579.0,581.0,581.0,112.07,112.07,278.0,10.0,3.0,0.0,0.0,546.92,546.92,9993675501.82,9.994,508.0,other,equity,data_raw,24.27,-20.15,False
